,subject,block,clf,nth_letter,correct,correct_sofar,auc,earliest_correct,first_valid,num_target_flashes,mandatory_target_flashes,sample_rate,ntime_features,letter_memory,lowpass,early_stop_sim,postfix_sim
590,3,3,slda,16,True,15,0.8293269230769231,29,8,7,2,40,27,inf,8,False,False
591,3,3,toep_lda,16,True,16,0.9891826923076923,13,8,3,2,40,27,inf,8,False,False
592,3,3,slda,17,True,16,0.8437500000000001,51,9,13,1,40,27,inf,8,False,False
593,3,3,toep_lda,17,True,17,0.9915865384615384,15,9,3,1,40,27,inf,8,False,False
594,3,3,slda,18,True,17,0.8641826923076923,29,7,7,2,40,27,inf,8,False,False
595,3,3,toep_lda,18,True,18,0.9771634615384615,8,7,2,2,40,27,inf,8,False,False
596,3,3,slda,19,True,18,0.826923076923077,9,7,2,1,40,27,inf,8,False,False
597,3,3,toep_lda,19,True,19,0.9615384615384615,11,7,2,1,40,27,inf,8,False,False
598,3,3,slda,20,True,19,0.8173076923076922,22,6,6,1,40,27,inf,8,False,False
599,3,3,toep_lda,20,True,20,0.9639423076923077,14,6,4,1,40,27,inf,8,False,False
600,3,3,slda,21,True,20,0.8701923076923077,50,6,12,1,40,27,inf,8,False,False
601,3,3,toep_lda,21,True,21,1.0,16,6,5,1,40,27,inf,8,False,False
602,3,3,slda,22,True,21,0.8846153846153846,35,9,8,0,40,27,inf,8,False,False
603,3,3,toep_lda,22,True,22,0.9603365384615384,20,9,4,0,40,27,inf,8,False,False
604,3,3,slda,23,True,22,0.875,16,6,4,2,40,27,inf,8,False,False
605,3,3,toep_lda,23,True,23,0.985576923076923,13,6,4,2,40,27,inf,8,False,False
606,3,3,slda,24,False,22,0.7548076923076923,,7,,1,40,27,inf,8,False,False
607,3,3,toep_lda,24,True,24,0.9555288461538461,15,7,4,1,40,27,inf,8,False,False
608,3,3,slda,25,True,23,0.7884615384615384,37,9,8,1,40,27,inf,8,False,False
609,3,3,toep_lda,25,True,25,0.9423076923076923,10,9,1,1,40,27,inf,8,False,False
610,3,3,slda,26,True,24,0.8834134615384616,20,6,5,2,40,27,inf,8,False,False
611,3,3,toep_lda,26,True,26,0.9867788461538461,11,6,3,2,40,27,inf,8,False,False
612,3,3,slda,27,True,25,0.8581730769230769,11,4,2,1,40,27,inf,8,False,False
613,3,3,toep_lda,27,True,27,0.9927884615384616,11,4,2,1,40,27,inf,8,False,False
614,3,3,slda,28,False,25,0.640625,,3,,1,40,27,inf,8,False,False
615,3,3,toep_lda,28,True,28,0.9855769230769231,21,3,5,1,40,27,inf,8,False,False
616,3,3,slda,29,True,26,0.8413461538461539,20,4,4,2,40,27,inf,8,False,False
617,3,3,toep_lda,29,True,29,0.9891826923076923,16,4,4,2,40,27,inf,8,False,False
618,3,3,slda,30,True,27,0.9122596153846154,9,6,2,2,40,27,inf,8,False,False
619,3,3,toep_lda,30,True,30,0.9867788461538461,9,6,2,2,40,27,inf,8,False,False
620,3,3,slda,31,True,28,0.8197115384615385,32,5,8,1,40,27,inf,8,False,False
621,3,3,toep_lda,31,True,31,0.9747596153846154,10,5,2,1,40,27,inf,8,False,False
622,3,3,slda,32,True,29,0.9483173076923077,16,5,3,1,40,27,inf,8,False,False
623,3,3,toep_lda,32,True,32,0.9891826923076923,18,5,4,1,40,27,inf,8,False,False
624,3,3,slda,33,True,30,0.7788461538461539,19,5,4,1,40,27,inf,8,False,False
625,3,3,toep_lda,33,True,33,0.9759615384615383,6,5,1,1,40,27,inf,8,False,False
626,3,3,slda,34,True,31,0.924278846153846,25,6,6,2,40,27,inf,8,False,False
627,3,3,toep_lda,34,True,34,0.9903846153846154,13,6,4,2,40,27,inf,8,False,False
628,3,3,slda,35,True,32,0.780048076923077,65,5,16,1,40,27,inf,8,False,False
629,3,3,toep_lda,35,True,35,0.9615384615384616,11,5,2,1,40,27,inf,8,False,False
630,4,1,slda,1,False,0,0.7548076923076923,,4,,1,40,27,inf,8,False,False
631,4,1,toep_lda,1,True,1,0.7932692307692308,46,4,10,1,40,27,inf,8,False,False
632,4,1,slda,2,True,1,0.7475961538461539,68,4,16,1,40,27,inf,8,False,False
633,4,1,toep_lda,2,True,2,0.8209134615384616,33,4,8,1,40,27,inf,8,False,False
634,4,1,slda,3,False,1,0.7151442307692308,,7,,2,40,27,inf,8,False,False
635,4,1,toep_lda,3,True,3,0.780048076923077,57,7,13,2,40,27,inf,8,False,False
636,4,1,slda,4,False,1,0.7415865384615384,,9,,1,40,27,inf,8,False,False
637,4,1,toep_lda,4,True,4,0.842548076923077,48,9,12,1,40,27,inf,8,False,False
638,4,1,slda,5,True,2,0.780048076923077,51,5,12,2,40,27,inf,8,False,False
639,4,1,toep_lda,5,True,5,0.8701923076923077,46,5,12,2,40,27,inf,8,False,False
640,4,1,slda,6,True,3,0.7283653846153846,67,6,16,1,40,27,inf,8,False,False
641,4,1,toep_lda,6,True,6,0.8257211538461537,10,6,2,1,40,27,inf,8,False,False
642,4,1,slda,7,True,4,0.7848557692307693,62,6,15,1,40,27,inf,8,False,False
643,4,1,toep_lda,7,True,7,0.8701923076923078,29,6,7,1,40,27,inf,8,False,False
644,4,1,slda,8,True,5,0.8569711538461539,14,5,3,2,40,27,inf,8,False,False
645,4,1,toep_lda,8,True,8,0.9350961538461539,14,5,3,2,40,27,inf,8,False,False
646,4,1,slda,9,True,6,0.8269230769230769,65,6,16,2,40,27,inf,8,False,False
647,4,1,toep_lda,9,True,9,0.9242788461538461,9,6,3,2,40,27,inf,8,False,False
648,4,1,slda,10,True,7,0.828125,32,5,8,2,40,27,inf,8,False,False
649,4,1,toep_lda,10,True,10,0.9350961538461539,12,5,2,2,40,27,inf,8,False,False
650,4,1,slda,11,False,7,0.6887019230769231,,6,,2,40,27,inf,8,False,False
651,4,1,toep_lda,11,True,11,0.7692307692307693,57,6,14,2,40,27,inf,8,False,False
652,4,1,slda,12,True,8,0.875,19,10,4,1,40,27,inf,8,False,False
653,4,1,toep_lda,12,True,12,0.9134615384615384,13,10,2,1,40,27,inf,8,False,False
654,4,1,slda,13,True,9,0.78125,29,5,6,1,40,27,inf,8,False,False
655,4,1,toep_lda,13,True,13,0.873798076923077,20,5,4,1,40,27,inf,8,False,False
656,4,1,slda,14,True,10,0.8461538461538461,32,7,8,1,40,27,inf,8,False,False
657,4,1,toep_lda,14,True,14,0.9411057692307692,29,7,8,1,40,27,inf,8,False,False
658,4,1,slda,15,False,10,0.7644230769230769,,5,,1,40,27,inf,8,False,False
659,4,1,toep_lda,15,True,15,0.8725961538461539,36,5,8,1,40,27,inf,8,False,False
660,4,1,slda,16,True,11,0.826923076923077,37,8,9,2,40,27,inf,8,False,False
661,4,1,toep_lda,16,True,16,0.9254807692307692,19,8,5,2,40,27,inf,8,False,False
662,4,1,slda,17,True,12,0.8161057692307692,19,9,4,1,40,27,inf,8,False,False
663,4,1,toep_lda,17,True,17,0.9411057692307693,10,9,2,1,40,27,inf,8,False,False
664,4,1,slda,18,True,13,0.8942307692307692,20,7,5,2,40,27,inf,8,False,False
665,4,1,toep_lda,18,True,18,0.9855769230769231,8,7,2,2,40,27,inf,8,False,False
666,4,1,slda,19,True,14,0.8305288461538461,39,7,8,1,40,27,inf,8,False,False
667,4,1,toep_lda,19,True,19,0.9038461538461539,17,7,4,1,40,27,inf,8,False,False
668,4,1,slda,20,True,15,0.7524038461538461,54,6,13,1,40,27,inf,8,False,False
669,4,1,toep_lda,20,True,20,0.876201923076923,43,6,9,1,40,27,inf,8,False,False
670,4,1,slda,21,True,16,0.859375,33,6,8,1,40,27,inf,8,False,False
671,4,1,toep_lda,21,True,21,0.9663461538461539,20,6,6,1,40,27,inf,8,False,False
672,4,1,slda,22,True,17,0.8125,54,9,13,0,40,27,inf,8,False,False
673,4,1,toep_lda,22,True,22,0.9603365384615385,24,9,5,0,40,27,inf,8,False,False
674,4,1,slda,23,True,18,0.8317307692307692,16,6,4,2,40,27,inf,8,False,False
675,4,1,toep_lda,23,True,23,0.953125,16,6,4,2,40,27,inf,8,False,False
676,4,1,slda,24,True,19,0.8245192307692308,61,7,14,1,40,27,inf,8,False,False
677,4,1,toep_lda,24,True,24,0.9375,26,7,6,1,40,27,inf,8,False,False
678,4,1,slda,25,True,20,0.8028846153846154,41,9,9,1,40,27,inf,8,False,False
679,4,1,toep_lda,25,True,25,0.9507211538461539,10,9,1,1,40,27,inf,8,False,False
680,4,1,slda,26,True,21,0.8401442307692307,33,6,7,2,40,27,inf,8,False,False
681,4,1,toep_lda,26,True,26,0.936298076923077,23,6,5,2,40,27,inf,8,False,False
682,4,1,slda,27,True,22,0.8401442307692307,39,4,9,1,40,27,inf,8,False,False
683,4,1,toep_lda,27,True,27,0.9615384615384615,11,4,2,1,40,27,inf,8,False,False
684,4,1,slda,28,True,23,0.8737980769230769,18,3,4,1,40,27,inf,8,False,False
685,4,1,toep_lda,28,True,28,0.9807692307692308,11,3,3,1,40,27,inf,8,False,False
686,4,1,slda,29,True,24,0.8269230769230769,31,4,7,2,40,27,inf,8,False,False
687,4,1,toep_lda,29,True,29,0.9375,16,4,4,2,40,27,inf,8,False,False
688,4,1,slda,30,True,25,0.8149038461538463,30,6,7,2,40,27,inf,8,False,False
689,4,1,toep_lda,30,True,30,0.9903846153846154,9,6,2,2,40,27,inf,8,False,False
690,4,1,slda,31,False,25,0.7139423076923077,,5,,1,40,27,inf,8,False,False
691,4,1,toep_lda,31,True,31,0.9038461538461539,7,5,2,1,40,27,inf,8,False,False
692,4,1,slda,32,True,26,0.7475961538461539,58,5,14,1,40,27,inf,8,False,False
693,4,1,toep_lda,32,True,32,0.8834134615384615,18,5,4,1,40,27,inf,8,False,False
694,4,1,slda,33,True,27,0.8341346153846154,19,5,4,1,40,27,inf,8,False,False
695,4,1,toep_lda,33,True,33,0.9194711538461539,17,5,4,1,40,27,inf,8,False,False
696,4,1,slda,34,True,28,0.8365384615384616,41,6,10,2,40,27,inf,8,False,False
697,4,1,toep_lda,34,True,34,0.9375,25,6,6,2,40,27,inf,8,False,False
698,4,1,slda,35,True,29,0.7860576923076923,33,5,8,1,40,27,inf,8,False,False
699,4,1,toep_lda,35,True,35,0.9230769230769231,11,5,2,1,40,27,inf,8,False,False
700,4,2,slda,1,False,0,0.7235576923076923,,4,,1,40,27,inf,8,False,False
701,4,2,toep_lda,1,True,1,0.7680288461538463,65,4,16,1,40,27,inf,8,False,False
702,4,2,slda,2,False,0,0.6826923076923077,,4,,1,40,27,inf,8,False,False
703,4,2,toep_lda,2,True,2,0.8040865384615384,29,4,7,1,40,27,inf,8,False,False
704,4,2,slda,3,True,1,0.7319711538461539,68,7,16,2,40,27,inf,8,False,False
705,4,2,toep_lda,3,True,3,0.7980769230769231,26,7,5,2,40,27,inf,8,False,False
706,4,2,slda,4,False,1,0.7307692307692308,,9,,1,40,27,inf,8,False,False
707,4,2,toep_lda,4,True,4,0.8197115384615384,27,9,6,1,40,27,inf,8,False,False
708,4,2,slda,5,True,2,0.7740384615384616,63,5,15,2,40,27,inf,8,False,False
709,4,2,toep_lda,5,True,5,0.8725961538461539,30,5,7,2,40,27,inf,8,False,False
710,4,2,slda,6,True,3,0.7872596153846154,34,6,8,1,40,27,inf,8,False,False
711,4,2,toep_lda,6,True,6,0.8966346153846154,10,6,2,1,40,27,inf,8,False,False
712,4,2,slda,7,True,4,0.8233173076923077,56,6,13,1,40,27,inf,8,False,False
713,4,2,toep_lda,7,True,7,0.9399038461538461,9,6,1,1,40,27,inf,8,False,False
714,4,2,slda,8,True,5,0.8389423076923077,31,5,8,2,40,27,inf,8,False,False
715,4,2,toep_lda,8,True,8,0.9423076923076923,12,5,3,2,40,27,inf,8,False,False
716,4,2,slda,9,False,5,0.6947115384615384,,6,,2,40,27,inf,8,False,False
717,4,2,toep_lda,9,True,9,0.8257211538461537,17,6,3,2,40,27,inf,8,False,False
718,4,2,slda,10,False,5,0.7139423076923077,,5,,2,40,27,inf,8,False,False
719,4,2,toep_lda,10,True,10,0.8762019230769231,36,5,9,2,40,27,inf,8,False,False
720,4,2,slda,11,True,6,0.7920673076923078,39,6,9,2,40,27,inf,8,False,False
721,4,2,toep_lda,11,True,11,0.9290865384615384,25,6,5,2,40,27,inf,8,False,False
722,4,2,slda,12,True,7,0.8894230769230769,13,10,2,1,40,27,inf,8,False,False
723,4,2,toep_lda,12,True,12,0.9603365384615384,13,10,2,1,40,27,inf,8,False,False
724,4,2,slda,13,True,8,0.8810096153846154,19,5,4,1,40,27,inf,8,False,False
725,4,2,toep_lda,13,True,13,0.9807692307692307,10,5,2,1,40,27,inf,8,False,False
726,4,2,slda,14,True,9,0.8233173076923076,20,7,6,1,40,27,inf,8,False,False
727,4,2,toep_lda,14,True,14,0.955528846153846,9,7,2,1,40,27,inf,8,False,False
728,4,2,slda,15,False,9,0.7295673076923077,,5,,1,40,27,inf,8,False,False
729,4,2,toep_lda,15,True,15,0.90625,16,5,3,1,40,27,inf,8,False,False
730,4,2,slda,16,True,10,0.8064903846153846,38,8,9,2,40,27,inf,8,False,False
731,4,2,toep_lda,16,True,16,0.9423076923076923,19,8,5,2,40,27,inf,8,False,False
732,4,2,slda,17,True,11,0.8233173076923077,34,9,8,1,40,27,inf,8,False,False
733,4,2,toep_lda,17,True,17,0.9735576923076923,13,9,3,1,40,27,inf,8,False,False
734,4,2,slda,18,True,12,0.8569711538461539,24,7,6,2,40,27,inf,8,False,False
735,4,2,toep_lda,18,True,18,0.9795673076923077,8,7,2,2,40,27,inf,8,False,False
736,4,2,slda,19,True,13,0.8100961538461539,58,7,14,1,40,27,inf,8,False,False
737,4,2,toep_lda,19,True,19,0.9146634615384615,34,7,8,1,40,27,inf,8,False,False
738,4,2,slda,20,True,14,0.890625,28,6,7,1,40,27,inf,8,False,False
739,4,2,toep_lda,20,True,20,0.9903846153846154,25,6,7,1,40,27,inf,8,False,False
740,4,2,slda,21,True,15,0.9014423076923077,25,6,6,1,40,27,inf,8,False,False
741,4,2,toep_lda,21,True,21,0.9639423076923076,19,6,6,1,40,27,inf,8,False,False
742,4,2,slda,22,True,16,0.8245192307692307,32,9,7,0,40,27,inf,8,False,False
743,4,2,toep_lda,22,True,22,0.9411057692307693,13,9,2,0,40,27,inf,8,False,False
744,4,2,slda,23,True,17,0.9447115384615385,13,6,4,2,40,27,inf,8,False,False
745,4,2,toep_lda,23,True,23,0.985576923076923,13,6,4,2,40,27,inf,8,False,False
746,4,2,slda,24,True,18,0.6778846153846154,64,7,15,1,40,27,inf,8,False,False
747,4,2,toep_lda,24,True,24,0.9399038461538463,20,7,4,1,40,27,inf,8,False,False
748,4,2,slda,25,True,19,0.8425480769230769,10,9,1,1,40,27,inf,8,False,False
749,4,2,toep_lda,25,True,25,0.9543269230769231,10,9,1,1,40,27,inf,8,False,False
750,4,2,slda,26,True,20,0.8798076923076923,12,6,3,2,40,27,inf,8,False,False
751,4,2,toep_lda,26,True,26,0.9771634615384616,11,6,3,2,40,27,inf,8,False,False
752,4,2,slda,27,True,21,0.8377403846153846,35,4,8,1,40,27,inf,8,False,False
753,4,2,toep_lda,27,True,27,0.9651442307692307,27,4,6,1,40,27,inf,8,False,False
754,4,2,slda,28,True,22,0.7896634615384616,45,3,11,1,40,27,inf,8,False,False
755,4,2,toep_lda,28,True,28,0.9423076923076923,13,3,4,1,40,27,inf,8,False,False
756,4,2,slda,29,True,23,0.9026442307692308,19,4,4,2,40,27,inf,8,False,False
757,4,2,toep_lda,29,True,29,0.9867788461538463,19,4,4,2,40,27,inf,8,False,False
758,4,2,slda,30,True,24,0.8870192307692308,9,6,2,2,40,27,inf,8,False,False
759,4,2,toep_lda,30,True,30,0.9639423076923076,9,6,2,2,40,27,inf,8,False,False
760,4,2,slda,31,True,25,0.8557692307692307,27,5,6,1,40,27,inf,8,False,False
761,4,2,toep_lda,31,True,31,0.9807692307692308,21,5,4,1,40,27,inf,8,False,False
762,4,2,slda,32,True,26,0.8401442307692308,18,5,4,1,40,27,inf,8,False,False
763,4,2,toep_lda,32,True,32,1.0,18,5,4,1,40,27,inf,8,False,False
764,4,2,slda,33,True,27,0.8161057692307693,14,5,3,1,40,27,inf,8,False,False
765,4,2,toep_lda,33,True,33,0.9699519230769231,6,5,1,1,40,27,inf,8,False,False
766,4,2,slda,34,True,28,0.9074519230769231,13,6,4,2,40,27,inf,8,False,False
767,4,2,toep_lda,34,True,34,0.9927884615384616,13,6,4,2,40,27,inf,8,False,False
768,4,2,slda,35,True,29,0.8533653846153846,48,5,12,1,40,27,inf,8,False,False
769,4,2,toep_lda,35,True,35,0.9447115384615385,11,5,2,1,40,27,inf,8,False,False
770,4,3,slda,1,False,0,0.7512019230769231,,4,,1,40,27,inf,8,False,False
771,4,3,toep_lda,1,True,1,0.8185096153846154,46,4,10,1,40,27,inf,8,False,False
772,4,3,slda,2,False,0,0.703125,,4,,1,40,27,inf,8,False,False
773,4,3,toep_lda,2,True,2,0.8233173076923077,33,4,8,1,40,27,inf,8,False,False
774,4,3,slda,3,False,0,0.7139423076923077,,7,,2,40,27,inf,8,False,False
775,4,3,toep_lda,3,True,3,0.7427884615384616,62,7,14,2,40,27,inf,8,False,False
776,4,3,slda,4,False,0,0.734375,,9,,1,40,27,inf,8,False,False
777,4,3,toep_lda,4,True,4,0.828125,34,9,8,1,40,27,inf,8,False,False
778,4,3,slda,5,True,1,0.8088942307692307,62,5,15,2,40,27,inf,8,False,False
779,4,3,toep_lda,5,True,5,0.8810096153846154,23,5,5,2,40,27,inf,8,False,False
780,4,3,slda,6,False,1,0.7319711538461539,,6,,1,40,27,inf,8,False,False
781,4,3,toep_lda,6,True,6,0.8088942307692308,42,6,11,1,40,27,inf,8,False,False
782,4,3,slda,7,True,2,0.8353365384615385,34,6,8,1,40,27,inf,8,False,False
783,4,3,toep_lda,7,True,7,0.919471153846154,15,6,3,1,40,27,inf,8,False,False
784,4,3,slda,8,True,3,0.8100961538461539,37,5,8,2,40,27,inf,8,False,False
785,4,3,toep_lda,8,True,8,0.9435096153846154,13,5,3,2,40,27,inf,8,False,False
786,4,3,slda,9,True,4,0.8305288461538461,26,6,6,2,40,27,inf,8,False,False
787,4,3,toep_lda,9,True,9,0.9122596153846154,14,6,3,2,40,27,inf,8,False,False
788,4,3,slda,10,False,4,0.6514423076923077,,5,,2,40,27,inf,8,False,False
789,4,3,toep_lda,10,True,10,0.8846153846153847,12,5,2,2,40,27,inf,8,False,False
790,4,3,slda,11,True,5,0.7680288461538463,57,6,14,2,40,27,inf,8,False,False
791,4,3,toep_lda,11,True,11,0.9555288461538463,11,6,3,2,40,27,inf,8,False,False
792,4,3,slda,12,True,6,0.8233173076923077,57,10,13,1,40,27,inf,8,False,False
793,4,3,toep_lda,12,True,12,0.9242788461538461,13,10,2,1,40,27,inf,8,False,False
794,4,3,slda,13,True,7,0.8161057692307692,63,5,14,1,40,27,inf,8,False,False
795,4,3,toep_lda,13,True,13,0.9399038461538461,10,5,2,1,40,27,inf,8,False,False
796,4,3,slda,14,True,8,0.8245192307692308,40,7,11,1,40,27,inf,8,False,False
797,4,3,toep_lda,14,True,14,0.9435096153846153,9,7,2,1,40,27,inf,8,False,False
798,4,3,slda,15,True,9,0.8689903846153846,51,5,11,1,40,27,inf,8,False,False
799,4,3,toep_lda,15,True,15,0.9771634615384616,16,5,3,1,40,27,inf,8,False,False
800,4,3,slda,16,True,10,0.8774038461538461,19,8,5,2,40,27,inf,8,False,False
801,4,3,toep_lda,16,True,16,0.984375,19,8,5,2,40,27,inf,8,False,False
802,4,3,slda,17,True,11,0.811298076923077,65,9,16,1,40,27,inf,8,False,False
803,4,3,toep_lda,17,True,17,0.9507211538461539,10,9,2,1,40,27,inf,8,False,False
804,4,3,slda,18,True,12,0.8665865384615385,38,7,9,2,40,27,inf,8,False,False
805,4,3,toep_lda,18,True,18,0.9507211538461539,21,7,5,2,40,27,inf,8,False,False
806,4,3,slda,19,True,13,0.8149038461538461,53,7,13,1,40,27,inf,8,False,False
807,4,3,toep_lda,19,True,19,0.9615384615384615,11,7,2,1,40,27,inf,8,False,False
808,4,3,slda,20,True,14,0.8677884615384616,39,6,9,1,40,27,inf,8,False,False
809,4,3,toep_lda,20,True,20,0.9459134615384616,15,6,4,1,40,27,inf,8,False,False
810,4,3,slda,21,True,15,0.8305288461538461,51,6,13,1,40,27,inf,8,False,False
811,4,3,toep_lda,21,True,21,0.9326923076923077,16,6,5,1,40,27,inf,8,False,False
812,4,3,slda,22,True,16,0.9014423076923077,26,9,5,0,40,27,inf,8,False,False
813,4,3,toep_lda,22,True,22,0.9975961538461539,10,9,1,0,40,27,inf,8,False,False
814,4,3,slda,23,True,17,0.8737980769230769,18,6,4,2,40,27,inf,8,False,False
815,4,3,toep_lda,23,True,23,0.9507211538461539,14,6,4,2,40,27,inf,8,False,False
816,4,3,slda,24,True,18,0.8473557692307692,31,7,7,1,40,27,inf,8,False,False
817,4,3,toep_lda,24,True,24,0.9495192307692307,19,7,4,1,40,27,inf,8,False,False
818,4,3,slda,25,True,19,0.8737980769230769,10,9,1,1,40,27,inf,8,False,False
819,4,3,toep_lda,25,True,25,0.9699519230769231,10,9,1,1,40,27,inf,8,False,False
820,4,3,slda,26,True,20,0.9242788461538461,12,6,3,2,40,27,inf,8,False,False
821,4,3,toep_lda,26,True,26,1.0,11,6,3,2,40,27,inf,8,False,False
822,4,3,slda,27,True,21,0.8617788461538461,36,4,8,1,40,27,inf,8,False,False
823,4,3,toep_lda,27,True,27,0.9867788461538461,11,4,2,1,40,27,inf,8,False,False
824,4,3,slda,28,True,22,0.8834134615384615,31,3,7,1,40,27,inf,8,False,False
825,4,3,toep_lda,28,True,28,0.9903846153846154,11,3,3,1,40,27,inf,8,False,False
826,4,3,slda,29,True,23,0.9230769230769231,16,4,4,2,40,27,inf,8,False,False
827,4,3,toep_lda,29,True,29,0.9975961538461539,12,4,4,2,40,27,inf,8,False,False
828,4,3,slda,30,True,24,0.8329326923076923,16,6,4,2,40,27,inf,8,False,False
829,4,3,toep_lda,30,True,30,0.9759615384615384,9,6,2,2,40,27,inf,8,False,False
830,4,3,slda,31,True,25,0.7920673076923077,33,5,8,1,40,27,inf,8,False,False
831,4,3,toep_lda,31,True,31,0.983173076923077,18,5,3,1,40,27,inf,8,False,False
832,4,3,slda,32,True,26,0.8257211538461537,64,5,15,1,40,27,inf,8,False,False
833,4,3,toep_lda,32,True,32,0.9771634615384615,18,5,4,1,40,27,inf,8,False,False
834,4,3,slda,33,True,27,0.8233173076923077,33,5,8,1,40,27,inf,8,False,False
835,4,3,toep_lda,33,True,33,0.9783653846153846,6,5,1,1,40,27,inf,8,False,False
836,4,3,slda,34,True,28,0.9122596153846154,26,6,6,2,40,27,inf,8,False,False
837,4,3,toep_lda,34,True,34,0.9939903846153846,12,6,4,2,40,27,inf,8,False,False
838,4,3,slda,35,True,29,0.8221153846153847,32,5,7,1,40,27,inf,8,False,False
839,4,3,toep_lda,35,True,35,0.9639423076923077,15,5,3,1,40,27,inf,8,False,False
840,5,1,slda,1,False,0,0.7007211538461539,,4,,1,40,27,inf,8,False,False
841,5,1,toep_lda,1,True,1,0.7367788461538461,68,4,16,1,40,27,inf,8,False,False
842,5,1,slda,2,False,0,0.7211538461538461,,4,,1,40,27,inf,8,False,False
843,5,1,toep_lda,2,False,1,0.7740384615384616,,4,,1,40,27,inf,8,False,False
844,5,1,slda,3,False,0,0.7548076923076923,,7,,2,40,27,inf,8,False,False
845,5,1,toep_lda,3,True,2,0.8173076923076923,47,7,11,2,40,27,inf,8,False,False
846,5,1,slda,4,False,0,0.7283653846153847,,9,,1,40,27,inf,8,False,False
847,5,1,toep_lda,4,True,3,0.7608173076923077,62,9,15,1,40,27,inf,8,False,False
848,5,1,slda,5,False,0,0.7199519230769231,,5,,2,40,27,inf,8,False,False
849,5,1,toep_lda,5,True,4,0.8425480769230769,31,5,8,2,40,27,inf,8,False,False
850,5,1,slda,6,True,1,0.7872596153846153,50,6,12,1,40,27,inf,8,False,False
851,5,1,toep_lda,6,True,5,0.8545673076923077,15,6,3,1,40,27,inf,8,False,False
852,5,1,slda,7,True,2,0.7728365384615383,68,6,16,1,40,27,inf,8,False,False
853,5,1,toep_lda,7,True,6,0.8774038461538461,15,6,3,1,40,27,inf,8,False,False
854,5,1,slda,8,False,2,0.6550480769230769,,5,,2,40,27,inf,8,False,False
855,5,1,toep_lda,8,True,7,0.8197115384615384,38,5,9,2,40,27,inf,8,False,False
856,5,1,slda,9,False,2,0.7043269230769231,,6,,2,40,27,inf,8,False,False
857,5,1,toep_lda,9,True,8,0.7872596153846154,52,6,12,2,40,27,inf,8,False,False
858,5,1,slda,10,False,2,0.6971153846153846,,5,,2,40,27,inf,8,False,False
859,5,1,toep_lda,10,True,9,0.8413461538461537,18,5,4,2,40,27,inf,8,False,False
860,5,1,slda,11,True,3,0.7836538461538461,66,6,16,2,40,27,inf,8,False,False
861,5,1,toep_lda,11,True,10,0.9230769230769231,25,6,5,2,40,27,inf,8,False,False
862,5,1,slda,12,True,4,0.7764423076923077,58,10,13,1,40,27,inf,8,False,False
863,5,1,toep_lda,12,True,11,0.9050480769230769,16,10,3,1,40,27,inf,8,False,False
864,5,1,slda,13,True,5,0.8209134615384615,66,5,15,1,40,27,inf,8,False,False
865,5,1,toep_lda,13,True,12,0.9230769230769231,15,5,3,1,40,27,inf,8,False,False
866,5,1,slda,14,True,6,0.8641826923076923,32,7,8,1,40,27,inf,8,False,False
867,5,1,toep_lda,14,True,13,0.9519230769230769,25,7,7,1,40,27,inf,8,False,False
868,5,1,slda,15,True,7,0.8461538461538463,31,5,8,1,40,27,inf,8,False,False
869,5,1,toep_lda,15,True,14,0.9182692307692308,16,5,3,1,40,27,inf,8,False,False
870,5,1,slda,16,True,8,0.8257211538461537,28,8,7,2,40,27,inf,8,False,False
871,5,1,toep_lda,16,True,15,0.9338942307692307,15,8,4,2,40,27,inf,8,False,False
872,5,1,slda,17,True,9,0.7956730769230769,49,9,12,1,40,27,inf,8,False,False
873,5,1,toep_lda,17,True,16,0.9615384615384616,10,9,2,1,40,27,inf,8,False,False
874,5,1,slda,18,True,10,0.8737980769230769,49,7,12,2,40,27,inf,8,False,False
875,5,1,toep_lda,18,True,17,0.9627403846153847,21,7,5,2,40,27,inf,8,False,False
876,5,1,slda,19,True,11,0.7944711538461539,65,7,16,1,40,27,inf,8,False,False
877,5,1,toep_lda,19,True,18,0.8930288461538461,17,7,4,1,40,27,inf,8,False,False
878,5,1,slda,20,False,11,0.764423076923077,,6,,1,40,27,inf,8,False,False
879,5,1,toep_lda,20,True,19,0.9110576923076923,15,6,4,1,40,27,inf,8,False,False
880,5,1,slda,21,True,12,0.7067307692307692,67,6,16,1,40,27,inf,8,False,False
881,5,1,toep_lda,21,True,20,0.8617788461538463,20,6,6,1,40,27,inf,8,False,False
882,5,1,slda,22,True,13,0.8581730769230769,28,9,6,0,40,27,inf,8,False,False
883,5,1,toep_lda,22,True,21,0.923076923076923,19,9,4,0,40,27,inf,8,False,False
884,5,1,slda,23,True,14,0.8665865384615384,31,6,7,2,40,27,inf,8,False,False
885,5,1,toep_lda,23,True,22,0.9783653846153847,13,6,4,2,40,27,inf,8,False,False
886,5,1,slda,24,True,15,0.9074519230769231,15,7,4,1,40,27,inf,8,False,False
887,5,1,toep_lda,24,True,23,0.9579326923076924,15,7,4,1,40,27,inf,8,False,False
888,5,1,slda,25,True,16,0.891826923076923,28,9,7,1,40,27,inf,8,False,False
889,5,1,toep_lda,25,True,24,0.9447115384615384,28,9,7,1,40,27,inf,8,False,False
890,5,1,slda,26,True,17,0.8269230769230769,23,6,5,2,40,27,inf,8,False,False
891,5,1,toep_lda,26,True,25,0.9747596153846154,11,6,3,2,40,27,inf,8,False,False
